rule_number,title,category,url,content_length,word_count
5.625,"Orders after filing of petition under section 601 or 602  (a) Restraining orders (§ 213.5)  After a petition has been filed under section 601 or 602, and until the petition is dismissed or wardship is terminated, the court may issue restraining orders as provided in rule 5.630. A temporary restraining order must be prepared on   Temporary Restraining Order—Juvenile   (form JV-250) or, if the restrained person is the subject of a petition under section 601 or 602, on  Temporary Restraining Order Against a Child   (form JV-260). An order after hearing must be prepared on   Juvenile Restraining Order After Hearing   (form JV-255) or, if the restrained person is the subject of a petition under section 601 or 602, on  Juvenile Restraining Order Against a Child—Order   After Hearing   (form JV-265).  (Subd (a) amended effective January 1, 2025; previously amended effective January 1, 2003, and January 1, 2007, January 1, 2014, and January 1, 2023.)  (b) Appointment of a legal guardian (§§ 727.3, 728)  At any time during wardship of a child under 18 years of age, the court may appoint a legal guardian of the person for the child in accordance with the requirements in section 366.26 and rule 5.815. (1) On appointment of a legal guardian, the court may continue wardship and conditions of probation or may terminate wardship. (2) The juvenile court retains jurisdiction over the guardianship. All proceedings to modify or terminate the guardianship must be held in juvenile court.  (Subd (b) amended effective January 1, 2021; adopted as subd (c); previously amended effective January 1, 2003; previously amended and relettered as sub(b) effective January 1, 2007.)  (c) Termination or modification of previously established probate guardianships (§ 728)  At any time after the filing of a petition under section 601 or 602 and until the petition is dismissed or wardship is terminated, the court may terminate or modify a guardianship of the person previously established under the Probate Code. The probation officer may recommend to the court in a report accompanying an initial or supplemental petition that an existing probate guardianship be modified or terminated. The guardian or the child's attorney may also file a motion to modify or terminate the guardianship. (1) The hearing on the petition or motion may be held simultaneously with any regularly scheduled hearing regarding the child. The notice requirements in section 294 apply. (2) If the court terminates or modifies a previously established probate guardianship, the court must provide notice of the order to the probate court that made the original appointment. The clerk of the probate court must file the notice in the probate file and send a copy of the notice to all parties of record identified in that file.  (Subd (c) adopted effective January 1, 2021.) Rule 5.625 amended effective January 1, 2025; adopted as rule 1429.3 effective January 1, 2000; previously amended effective January 1, 2003, January 1, 2014, January 1, 2021, and January 1, 2023; previously amended and renumbered effective January 1, 2007.  CALIFORNIA RULES OF COURT   2025",,,3118,
5.647,"Medi-Cal: Presumptive Transfer of Specialty Mental Health Services  (a) Applicability  This rule applies to the court's review under Welfare and Institutions Code section 14717.1 of the presumptive transfer of responsibility to arrange and provide for a child's or nonminor's specialty mental health services to the child's or nonminor's county of residence. The rule applies to presumptive transfer following any change of placement within California for a child or nonminor to a placement that is outside the county of original jurisdiction, including the initial placement. Nothing in this rule relieves the placing agency of the reporting requirements and duties under section 14717.1 when no hearing under this rule is held.  (b) Requesting a hearing to review the request for waiver of presumptive transfer (§ 14717.1)  (1) The following persons or agencies may make a request to the placing agency that presumptive transfer be waived and that the responsibility for providing specialty mental health services remain in the child's or nonminor's county of original jurisdiction: (A) The foster child or nonminor; (B) The person or agency that is responsible for making mental health care decisions on behalf of the foster child or nonminor; (C) The child welfare services agency or the probation agency with responsibility for the care and placement of the child or nonminor; and (D) Any other interested party who owes a legal duty to the child or nonminor involving the child's or nonminor's health or welfare, as defined by the department. (2) The person or agency who requested the waiver, or any other party to the case who disagrees with the placing agency's determination on the request for the waiver of presumptive transfer, may request a judicial review of the placing agency's determination. (3) A request for a hearing must be made by filing a   Request for Hearing on Waiver of Presumptive Transfer   (form JV-214). If a hearing is requested, form JV-214 must be provided to the placing agency within seven court days of the petitioner's being noticed of the placing agency's determination on the request for waiver of presumptive transfer. (4) When a hearing is requested in (b)(3), the transfer of the responsibility for providing specialty mental health services cannot occur until the court makes a ruling as required in (c)(1).  (c) Setting of a hearing (§ 14717.1)  (1) The court on its own motion may direct the clerk to set a hearing no later than five court days after the request for a hearing was filed, or may deny the request for a hearing without ruling on the transfer of jurisdiction. (2) If the court sets a hearing, the clerk must provide notice of the hearing date to: (A) The parents-unless parental rights have been terminated-or guardians of the child; (B) The petitioner; (C) The social worker or probation officer; (D) The mental health care decision maker for the child or nonminor, if one has been appointed under section 361(a) (1); (E) The Indian child's tribe, if applicable, as defined in rule 5.502; (F) The child-if 10 years of age or older-or nonminor; and (G) All other persons entitled to notice under section 293 or section 727.4(a).  CALIFORNIA RULES OF COURT   2025",,,10662,
5.649,"Right to make educational or developmental-services decisions  The court must identify the educational rights holder for the child at each hearing in a juvenile dependency or juvenile justice proceeding. At any hearing, where the court limits, restores, or modifies educational rights, or where there are updates to any contact or other information, in any juvenile proceeding, the findings and orders must be documented on form JV-535. Unless the rights of the parent, guardian, or Indian custodian have been limited by the court under this rule, the parent, guardian, or Indian custodian holds the educational and developmental-services decisionmaking rights for the child. In addition, a nonminor or nonminor dependent youth holds the rights to mae educational and developmental-services decisions for the youth and should be identified on form JV-535, unless rule 5.650(b) applies.  (a) Order (§§ 361, 366, 366.27, 366.3, 726, 727.2; 20 U.S.C. § 1415; 34 C.F.R. § 300.300)  At the dispositional hearing and each subsequent review or permanency hearing, the court must determine whether the rights of a parent, guardian, or Indian custodian to make educational or developmental-services decisions for the child should be limited. If necessary to protect a child who is adjudged a dependent or ward of the court under section 300, 601, or 602, the court may limit the rights of a parent, guardian, or Indian custodian to make educational or developmental-services decisions for the child by making appropriate, specific orders on   Order Designating Educational Rights Holder   (form JV-535).  (Subd (a) amended effective September 1, 2020.)  (b) Temporary order (§ 319)  At the initial hearing on a petition filed under section 325 or at any time before a child is adjudged a dependent or the petition is dismissed, the court may, on making the findings required by section 319(g)(1), use form JV-535 to temporarily limit the rights of a parent, guardian, or Indian custodian to make educational or developmental-services decisions for the child. An order made under section 319(g) expires on dismissal of the petition, but in no circumstances later than the conclusion of the hearing held under section 361. If the court does temporarily limit the rights of a parent, guardian, or Indian custodian to make educational or developmental-services decisions, the court must, at the dispositional hearing, reconsider the need to limit those rights and must identify the authorized educational rights holder on form JV-535.  (Subd (b) amended effective September 1, 2020.)  (c) No delay of initial assessment  The child's initial assessment to determine any need for special education or developmental services need not be delayed to obtain parental or guardian consent or for the appointment of an educational rights holder if one or more of the following circumstances is met: (1) The court has limited, even temporarily, the educational or developmental-services decisionmaking rights of the parent, guardian, or Indian custodian, and consent for an initial assessment has been given by an individual appointed by the court to represent the child; (2) The local educational agency or regional center, after reasonable efforts, cannot locate the parent, guardian, or Indian custodian; or (3) Parental rights have been terminated or the guardianship has been set aside.  (Subd (c) amended effective September 1, 2020.)  (d) Judicial Determination  If the court determines that the child is in need of any assessments, evaluations, or services-including special education, mental health, developmental, and other related services-the court must direct an appropriate person to take the necessary steps to request those assessments, evaluations, or services.  CALIFORNIA RULES OF COURT   2025",,,5152,
5.651,"Educational and developmental-services decisionmaking rights  (a) Applicability (§§ 213.5, 319(g), 358, 358.1, 361(a), 362(a), 364, 366.21, 366.22, 366.23, 366.26, 366.27(b), 366.3(e), 726, 727.2(e), 4500 et seq., 11404.1; Ed. Code, §§ 48645 et seq., 48850 et seq., 49069.5, 56028, 56055, and 56155 et seq.; Gov. Code, §§ 7573-7579.6; 20 U.S.C. § 1400 et seq.; 29 U.S.C. § 794; 42 U.S.C. § 12101 et seq.)  This rule incorporates all rights with respect to education or developmental services recognized or established by state or federal law and applies: (1) To any child, or any nonminor or nonminor dependent youth, for whom a petition has been filed under section 300, 601, or 602 until the petition is dismissed or the court has terminated dependency, delinquency, or transition jurisdiction over that person; and (2) To every judicial hearing related to, or that might affect, the child's or youth's education or receipt of developmental services.  (Subd (a) amended effective January 1, 2014.)  (b) Conduct of hearings  (1) To the extent the information is available, at the initial or detention hearing the court must consider: (A) Who holds educational and developmental-services decisionmaking rights, and identify the rights holder or holders; (B) Whether the child or youth is enrolled in, and is attending, the child's or youth's school of origin, as that term is defined in Education Code section 48853.5(f); (C) If the child or youth is at risk of removal from or is no longer attending the school of origin, whether: (i) In accordance with the child's or youth's best interest, the educational liaison, as described in Education Code section 48853.5(b), (d), and (e), in consultation with, and with the agreement of, the child or youth and the parent, guardian, or other person holding educational decisionmaking rights, recommends the waiver of the child's or youth's right to attend the school of origin; (ii) Before making any recommendation to move a foster child or youth from his or her school of origin, the educational liaison provided the child or youth and the person holding the right to make educational decisions for the child or youth with a written explanation of the basis for the recommendation and how this recommendation serves the foster child's or youth's best interest as provided in Education Code section 48853.5(e)(7); (iii) If the child or youth is no longer attending the school of origin, the local educational agency obtained a valid waiver of the child's or youth's right to continue in the school of origin under Education Code section 48853.5(e)(1) before moving the child or youth from that school; and (iv) The child or youth was immediately enrolled in the new school as provided in Education Code section 48853.5(e)(8). (D) In a dependency proceeding, whether the parent's or guardian's educational or developmental-services decisionmaking rights should be temporarily limited and an educational rights holder temporarily appointed using form JV-535; and (E) Taking into account other statutory considerations regarding placement, whether the out-of-home placement: (i) Is the environment best suited to meet the exceptional needs of a child or youth with disabilities and to serve the child's or youth's best interest if he or she has a disability; and (ii) Promotes educational stability through proximity to the child's or youth's school of origin.  CALIFORNIA RULES OF COURT   2025",,,19696,
5.688,"Failure to cooperate with services (§ 360(b)) [Repealed]  Rule 5.688 repealed effective January 1, 2017; adopted as rule 1452 effective January 1, 1990; previously amended effective July 1, 2000; previously amended and renumbered as rule 5.688 effective January 1, 2007.  CALIFORNIA RULES OF COURT   2025",,,312,
8.144,"Form of the record  (a)   The provisions of this rule must be applied in a manner consistent with Code of Civil Procedure section 271.  (Subd (a) adopted effective January 1, 2018.)  (b) Format  (1)   Application to electronic and paper clerks' and reporters' transcripts  The requirements for clerks' and reporters' transcripts in this subdivision apply to clerks' and reporters' transcripts delivered in electronic form and in paper form. (2)   General  In the clerk's and reporter's transcripts: (A) All documents filed must have a page size of 81/2 by 11 inches; (B) The text must be reproduced as legibly as printed matter; (C) The contents must be arranged chronologically; (D) The pages must be consecutively numbered, except as provided in (f), beginning with volume one's cover as page 1 and continuing throughout the transcript, including the indexes, certificates, and cover pages for subsequent volumes, and using only Arabic numerals (i.e., 1, 2, 3); and (E) The margin must be at least 11/4 inches from the left edge. (3)   Line numbering  In the reporter's transcript the lines on each page must be consecutively numbered and must be double-spaced or one-and-a-half-spaced; double-spaced means three lines to a vertical inch. (4)   Sealed and confidential records  The clerk's and reporter's transcripts must comply with rules 8.45-8.47 relating to sealed and confidential records. (5)   Indexes  Except as provided in rule 8.45: (A) The clerk's transcript must contain, at the beginning of the first volume, alphabetical and chronological indexes listing each document and the volume, where applicable, and page where it first appears; (B) The reporter's transcript must contain: (i) Alphabetical and chronological indexes listing the volume, where applicable, and page where each witness's direct, cross, and any other examination begins; and (ii) An index listing the volume, where applicable, and page where any exhibit is marked for identification and where it is admitted or refused. The index must identify each exhibit by number or letter and a brief description of the exhibit. (C) Each index prepared under this paragraph must begin on a separate page. (6)   Volumes  .(A) Except as provided in (B), clerks' and reporters' transcripts must be produced in volumes of no more than 300 pages. (B) If a clerk's or reporter's transcript is being delivered in electronic form to all courts, parties, and persons entitled to the transcript, it may be produced in a single volume but must comply with the requirements of rule 8.74(a)(5).  CALIFORNIA RULES OF COURT   2025",,,8311,
8.717,"Extensions of time  The Court of Appeal may grant an extension of the time in appeals governed by this chapter only if good cause is shown and the extension will promote the interests of justice.  Rule 8.717 adopted effective July 1, 2017.  CALIFORNIA RULES OF COURT   2025",,,280,
8.810,"Extending time  (a) Computing time  The Code of Civil Procedure governs computing and extending the time to do any act required or permitted under these rules.  (b) Extension by trial court  (1) For good cause and except as these rules provide otherwise, the presiding judge of the trial court, or his or her designee, may extend the time to do any act to prepare the record on appeal. (2) The trial court may not extend: (A) The time to do an act if that time-including any valid extension-has expired; or (B) The time for a court reporter to prepare a transcript. (3) Notwithstanding anything in these rules to the contrary, the trial court may grant an initial extension to any party to do any act to prepare the record on appeal on an ex parte basis.  (Subd (b) amended effective March 1, 2014.)  (c) Extension by appellate division  For good cause and except as these rules provide otherwise, the presiding judge of the appellate division, or his or her designee, may extend the time to do any act required or permitted under these rules, except the time to file a notice of appeal.  (d) Application for extension  (1) An application to extend time, including an application requesting an extension of time to prepare a transcript from either a court reporter or a person preparing a transcript of an official electronic recording, must be served on all parties. For good cause, the presiding judge of the appellate division, or his or her designee, may excuse advance service. (2) The application must include a declaration stating facts, not mere conclusions, that establish good cause for granting the extension. For applications filed by counsel or self-represented litigants, the facts provided to establish good cause must be consistent with the policies and factors stated in rule 8.811. (3) The application must state: (A) The due date of the document to be filed; (B) The length of the extension requested; and (C) Whether any earlier extensions have been granted and, if so, their lengths.  (Subd (d) amended effective March 1, 2014.)  (e) Notice to party  (1) In a civil case, counsel must deliver to his or her client or clients a copy of any stipulation or application to extend time that counsel files. Counsel must attach evidence of such delivery to the stipulation or application or certify in the stipulation or application that the copy has been delivered. (2) The evidence or certification of delivery under (1) need not include the address of the party notified.  Rule 8.810 amended effective March 1, 2014; adopted effective January 1, 2009.  Advisory Committee Comment CALIFORNIA RULES OF COURT   2025",,,2780,
8.811,"Policies and factors governing extensions of time  (a) Policies  (1) The time limits prescribed by these rules should generally be met to ensure expeditious conduct of appellate business and public confidence in the efficient administration of appellate justice. (2) The effective assistance of counsel to which a party is entitled includes adequate time for counsel to prepare briefs or other documents that fully advance the party's interests. Adequate time also allows the preparation of accurate, clear, concise, and complete submissions that assist the courts. (3) For a variety of legitimate reasons, counsel or self-represented litigants may not always be able to prepare briefs or other documents within the time specified in the rules of court. To balance the competing policies stated in (1) and (2), applications to extend time in the appellate division must demonstrate good cause under (b). If good cause is shown, the court must extend the time.  (b) Factors considered  In determining good cause, the court must consider the following factors when applicable: (1) The degree of prejudice, if any, to any party from a grant or denial of the extension. A party claiming prejudice must support the claim in detail. (2) In a civil case, the positions of the client and any opponent with regard to the extension. (3) The length of the record, including the number of relevant trial exhibits. A party relying on this factor must specify the length of the record. (4) The number and complexity of the issues raised. A party relying on this factor must specify the issues. (5) Whether there are settlement negotiations and, if so, how far they have progressed and when they might be completed. (6) Whether the case is entitled to priority. (7) Whether counsel responsible for preparing the document is new to the case. (8) Whether other counsel or the client needs additional time to review the document. (9) Whether counsel or a self-represented party responsible for preparing the document has other time-limited commitments that prevent timely filing of the document. Mere conclusory statements that more time is needed because of other pressing business will not suffice. Good cause requires a specific showing of other obligations of counsel or a self-represented party that: (A) Have deadlines that as a practical matter preclude filing the document by the due date without impairing its quality; or (B) Arise from cases entitled to priority. (10) Illness of counsel or a self-represented party, a personal emergency, or a planned vacation that counsel or a self- represented party did not reasonably expect to conflict with the due date and cannot reasonably rearrange. (11) Any other factor that constitutes good cause in the context of the case.  Rule 8.811 adopted effective January 1, 2009.  CALIFORNIA RULES OF COURT   2025",,,2846,
8.813,"Shortening time  For good cause and except as these rules provide otherwise, the presiding judge of the appellate division, or his or her designee, may shorten the time to do any act required or permitted under these rules.  Rule 8.813 adopted effective January 1, 2009.  CALIFORNIA RULES OF COURT   2025",,,311,
10.614,"Local court forms  Local forms must comply with the following: (1) Each form must be on paper measuring no more than 81/2 by 11 inches and no less than 81/2 by 5 inches. (2) The court must make copies of its forms available in the clerk's office. A court may, as an alternative, make its forms available in a booklet from which photocopies of the forms may be made. The court may charge for either copies of forms or the booklet of forms. (3) The court must assign to each form a unique designator consisting of numbers or letters, or both. The designator must be positioned on the form in the same manner as the designator on a Judicial Council form. (4) The effective date of each form must be placed on the form in the same manner as the effective date on a Judicial Council form, and each form must state whether it is a ""Mandatory Form"" or an ""Optional Form"" in the lower left corner of the first page. (5) Each court must make available a current list of forms adopted or approved by that court. The list must include, for each form, its name, number, effective date, and whether the form is mandatory or optional. There must be two versions of the list, one organized by form number and one organized by form name. The court must modify its lists whenever it adopts, approves, revises, or repeals any form. (6) Each form must be designed so that no typing is required on it within 1 inch of the top or within 1/2 inch of the bottom. (7) All forms presented for filing must be firmly bound at the top and must contain two prepunched, normal-sized holes centered 21/2 inches apart and 5/8 inch from the top of the form. (8) If a form is longer than one page, the form may be filed on sheets printed on only one side even if the original form has two printed sides to a sheet. If a form is filed on a sheet printed on two sides, the reverse side must be rotated 180 degrees (printed head to foot).  Rule 10.614 amended effective January 1, 2014; adopted as rule 201.3 effective January 1, 2003; previously amended and renumbered effective January 1, 2007.  CALIFORNIA RULES OF COURT   2025",,,2101,
4.111,"Pretrial motions in criminal cases  (a) Time for filing papers and proof of service  Unless otherwise ordered or specifically provided by law, all pretrial motions, accompanied by a memorandum, must be served and filed at least 10 court days, all papers opposing the motion at least 5 court days, and all reply papers at least 2 court days before the time appointed for hearing. Proof of service of the moving papers must be filed no later than 5 court days before the time appointed for hearing.  (Subd (a) amended effective January 1, 2010; previously amended effective January 1, 2007.)  (b) Failure to serve and file timely points and authorities  The court may consider the failure without good cause of the moving party to serve and file a memorandum within the time permitted as an admission that the motion is without merit.  (Subd (b) amended effective January 1, 2007.) Rule 4.111 amended effective January 1, 2010; adopted as rule 227.5 effective January 1, 1985; previously renumbered effective January 1, 2001; previously amended effective January 1, 2007.  CALIFORNIA RULES OF COURT   2025",,,1106,
4.113,"Motions and grounds for continuance of criminal case set for trial  Motions to continue the trial of a criminal case are disfavored and will be denied unless the moving party, under Penal Code section 1050, presents affirmative proof in open court that the ends of justice require a continuance.  Rule 4.113 amended effective January 1, 2007; adopted as rule 227.7 effective January 1, 1985 previously renumbered effective January 1, 2001.  CALIFORNIA RULES OF COURT   2025",,,480,
4.104,"Procedures and eligibility criteria for attending traffic violator school  (a) Purpose  The purpose of this rule is to establish uniform statewide procedures and criteria for eligibility to attend traffic violator school.  (Subd (a) amended effective January 1, 2003; previously amended effective July 1, 2001.)  (b) Authority of a court clerk to grant a request to attend traffic violator school  (1)   Eligible offenses  Except as provided in (2), a court clerk is authorized to grant a request to attend traffic violator school when a defendant with a valid driver's license requests to attend an 8-hour traffic violator school under Vehicle Code sections 41501(a) and 42005 for any infraction under divisions 11 and 12 (rules of the road and equipment violations) of the Vehicle Code if the violation is reportable to the Department of Motor Vehicles. (2)   Ineligible offenses  A court clerk is not authorized to grant a request to attend traffic violator school for a misdemeanor or any of the following infractions: (A) A violation that carries a negligent operator point count of more than one point under Vehicle Code section 12810 or one and one-half points or more under Vehicle Code section 12810.5(b)(2); (B) A violation that occurs within 18 months after the date of a previous violation and the defendant either attended or elected to attend a traffic violator school for the previous violation (Veh. Code, §§ 1808.7 and 1808.10); (C) A violation of Vehicle Code section 22406.5 (tank vehicles); (D) A violation related to alcohol use or possession or drug use or possession; (E) A violation on which the defendant failed to appear under Vehicle Code section 40508(a) unless the failure-to- appear charge has been adjudicated and any fine imposed has been paid; (F) A violation on which the defendant has failed to appear under Penal Code section 1214.1 unless the civil monetary assessment has been paid; (G) A speeding violation in which the speed alleged is more than 25 miles over a speed limit as stated in Chapter 7 (commencing with section 22348) of Division 11 of the Vehicle Code; and (H) A violation that occurs in a commercial vehicle as defined in Vehicle Code section 15210(b).  (Subd (b) amended effective January 1, 2013; previously amended effective January 1, 2003, September 20, 2005, January 1, 2007; January 1, 2007, and July 1, 2011.)  (c) Judicial discretion  (1) A judicial officer may in his or her discretion order attendance at a traffic violator school in an individual case as permitted under Vehicle Code section 41501(a) or 42005 or for any other purpose permitted by law. A defendant having a class A, class B, or commercial class C driver's license may request to attend traffic violator school if the defendant was operating a vehicle requiring only a noncommercial class C or class M license. The record of conviction after completion of traffic violator school by a driver who holds a class A, class B, or commercial class C license must not be reported as confidential. A defendant charged with a violation that occurs in a commercial vehicle, as defined in Vehicle Code section 15210(b), is not eligible to attend traffic violator school under Vehicle Code sections 41501 or 42005 in lieu of adjudicating an offense, to receive a confidential conviction, or to avoid violator point counts.  CALIFORNIA RULES OF COURT   2025",,,5921,
4.106,"Failure to appear or failure to pay for a Notice to Appear issued for an infraction offense  (a) Application  This rule applies to infraction offenses for which the defendant has received a written notice to appear and has failed to appear or failed to pay.  (b) Definitions  As used in this rule, ""failure to appear"" and ""failure to pay"" mean failure to appear and failure to pay as defined in section 1214.1(a).  (c) Procedure for consideration of good cause for failure to appear or pay  (1) A notice of a civil assessment under section 1214.1(b) must inform the defendant of his or her right to petition that the civil assessment be vacated for good cause and must include information about the process for vacating or reducing the assessment. (2) When a notice of civil assessment is given, a defendant may, within the time specified in the notice, move by written petition to vacate or reduce the assessment. (3) When a court imposes a civil assessment for failure to appear or pay, the defendant may petition that the court vacate or reduce the civil assessment without paying any bail, fines, penalties, fees, or assessments. (4) A petition to vacate an assessment does not stay the operation of any order requiring the payment of bail, fines, penalties, fees, or assessment unless specifically ordered by the court. (5) The court must vacate the assessment upon a showing of good cause under section 1214.1(b)(1) for failure to appear or failure to pay. (6) If the defendant does not establish good cause, the court may still exercise its discretion under section 1214.1(a) to reconsider: (A) Whether a civil assessment should be imposed; and (B) If so, the amount of the assessment. (7) In exercising its discretion, the court may consider such factors as a defendant's due diligence in appearing or paying after notice of the assessment has been given under section 1214.1(b)(1) and the defendant's financial circumstances.  (d) Procedure for unpaid bail referred to collection as delinquent debt in unadjudicated cases  (1) When a case has not been adjudicated and a court refers it to a comprehensive collection program as provided in section 1463.007(b)(1) as delinquent debt, the defendant may schedule a hearing for adjudication of the underlying charge(s) without payment of the bail amount. (2) The defendant may request an appearance date to adjudicate the underlying charges by written petition or alternative method provided by the court. Alternatively, the defendant may request or the court may direct a court appearance. (3) A court may require a deposit of bail before adjudication of the underlying charges if the court finds that the defendant is unlikely to appear as ordered without a deposit of bail and the court expressly states the reasons for the finding. The court must not require payment of the civil assessment before adjudication.  (e) Procedure for failure to pay or make a payment under an installment payment plan  (1) When a defendant fails to pay a fine or make a payment under an installment plan as provided in section 1205 or Vehicle Code sections 40510.5, 42003, or 42007, the court must permit the defendant to appear by written petition to modify the payment terms. Alternatively, the defendant may request or the court may direct a court appearance.  CALIFORNIA RULES OF COURT   2025",,,6349,
4.107,"Mandatory reminder notice ― infraction cases  (a) Mandatory reminder notice for infractions  (1) Each court must send a reminder notice to the address shown on the   Notice to Appear , or an alternate address of which the defendant notifies the court. (2) The court may satisfy the requirement in (1) by sending the notice electronically, including by email or text message, to the defendant. By providing an electronic address or number to the court or to a law enforcement officer at the time of signing the promise to appear, a defendant consents to receiving the reminder notice electronically at that electronic address or number. (3) If the court cannot comply with (1) because the defendant does not have a valid mailing address or with (2) because the court does not have the necessary information or the technological capability to send reminder notices electronically, the court need not send a reminder notice. (4) The failure to receive a reminder notice does not relieve the defendant of the obligation to appear by the date stated in the   Notice to Appear .  (Subd (a) amended effective January 1, 2025.)  (b) Minimum information in reminder notice  In addition to information obtained from the   Notice to Appear , the reminder notice must contain at least the following information: (1) An appearance date and location; (2) Whether a court appearance is mandatory or optional; (3) The total bail amount and payment options; including procedures for requesting installment plans, community service, and an ability-to-pay determination; (4) The notice about traffic school required under Vehicle Code section 42007, if applicable; (5) Notice that a traffic violator school will charge a fee in addition to the administrative fee charged by the court, if applicable; (6) The potential consequences for failure to appear, including a civil assessment of up to $100, a new charge for failure to appear, a warrant of arrest, or some combination of these consequences, if applicable; (7) Contact information for the court, including the court's website; (8) Information regarding trial by declaration, informal trial (if available), and telephone or website scheduling options (if available); and (9) Correction requirements and procedures for correctable violations.  (Subd (b) amended effective January 1, 2025.) Rule 4.107 amended effective January 1, 2025; adopted effective January 1, 2017  Advisory Committee Comment Subdivision (a)(2).   The court may provide a means for obtaining the defendant's consent and designated electronic address or number on its local website. Because notices to appear state the website address for the superior court in each county, this location may increase the number of defendants who become aware and take advantage of this option. To obtain the defendant's electronic address or number at the time of signing the promise to appear, the court may need to collaborate with local law enforcement agencies.  CALIFORNIA RULES OF COURT   2025",,,3423,
4.700,"Firearm relinquishment procedures for criminal protective orders  (a) Application of rule  This rule applies when a court issues a criminal protective order under Penal Code section 136.2 during a criminal case or as a condition of probation under Penal Code section 1203.097(a)(2) against a defendant charged with a crime of domestic violence as defined in Penal Code section 13700 and Family Code section 6211.  (Subd (a) amended effective January 22, 2019.)  (b) Purpose  This rule is intended to: (1) Assist courts issuing criminal protective orders to determine whether a defendant subject to such an order owns, possesses, or controls any firearms; and (2) Assist courts that have issued criminal protective orders to determine whether a defendant has complied with the court's order to relinquish or sell the firearms under Code of Civil Procedure section 527.9.  (c) Setting review hearing  (1) At any hearing where the court issues a criminal protective order, the court must consider all credible information, including information provided on behalf of the defendant, to determine if there is good cause to believe that the defendant has a firearm within his or her immediate possession or control. (2) If the court finds good cause to believe that the defendant has a firearm within his or her immediate possession or control, the court must set a review hearing to ascertain whether the defendant has complied with the requirement to relinquish the firearm as specified in Code of Civil Procedure section 527.9. Unless the defendant is in custody at the time, the review hearing should occur within two court days after issuance of the criminal protective order. If circumstances warrant, the court may extend the review hearing to occur within 5 court days after issuance of the criminal protective order. The court must give the defendant an opportunity to present information at the review hearing to refute the allegation that he or she owns any firearms. If the defendant is in custody at the time the criminal protective order is issued, the court should order the defendant to appear for a review hearing within two court days after the defendant's release from custody. (3) If the proceeding is held under Penal Code section 136.2, the court may, under Penal Code section 977(a)(2), order the defendant to personally appear at the review hearing. If the proceeding is held under Penal Code section 1203.097, the court should order the defendant to personally appear.  (d) Review hearing  (1) If the court has issued a criminal protective order under Penal Code section 136.2, at the review hearing: (A) If the court finds that the defendant has a firearm in or subject to his or her immediate possession or control, the court must consider whether bail, as set, or defendant's release on own recognizance is appropriate. (B) If the defendant does not appear at the hearing and the court orders that bail be revoked, the court should issue a bench warrant. (2) If the criminal protective order is issued as a condition of probation under Penal Code section 1203.097, and the court finds at the review hearing that the defendant has a firearm in or subject to his or her immediate possession or control, the court must proceed under Penal Code section 1203.097(a)(12). (3) In any review hearing to determine whether a defendant has complied with the requirement to relinquish firearms as specified in Code of Civil Procedure section 527.9, the burden of proof is on the prosecution.  Rule 4.700 amended effective January 22, 2019; adopted effective July 1, 2010.  CALIFORNIA RULES OF COURT   2025",,,4648,
5.74,"Pleadings and amended pleadings  (a) Definitions  (1) ""Pleading"" means a petition, complaint, application, objection, answer, response, notice, request for orders, statement of interest, report, or account filed in proceedings under the Family Code. (2) ""Amended pleading"" means a pleading that completely restates and supersedes the pleading it amends for all purposes. (3) ""Amendment to a pleading"" means a pleading that modifies another pleading and alleges facts or requests relief materially different from the facts alleged or the relief requested in the modified pleading. An amendment to a pleading does not restate or supersede the modified pleading but must be read together with that pleading. (4) ""Supplement to a pleading"" and ""supplement"" mean a pleading that modifies another pleading but does not allege facts or request relief materially different from the facts alleged or the relief requested in the supplemented pleading. A supplement to a pleading may add information to or may correct omissions in the modified pleading.  (b) Forms of pleading  (1) The forms of pleading and the rules by which the sufficiency of pleadings is to be determined are solely those prescribed in these rules. (2) Demurrers, motions for summary adjudication, and motions for summary judgment must not be used in family law actions.  (Subd (b) amended effective January 1, 2014.)  (c) Amendment to pleadings  (1) Amendments to pleadings, amended pleadings, and supplemental pleadings may be served and filed in conformity with the provisions of law applicable to such matters in civil actions generally, but the petitioner is not required to file a reply if the respondent has filed a response. (2) If both parties have filed initial pleadings (petition and response), there may be no default entered on an amended pleading of either party.  Rule 5.74 amended effective January 1, 2014; adopted effective January 1, 2013. Title 5, Family and Juvenile Rules-Division 1, Family Rules-Chapter 4, Starting and Responding to a Family Law Case; Service of Papers- Article 6, Specific Proceedings; adopted January 1, 2013.  CALIFORNIA RULES OF COURT   2025",,,2147,
